user_name,is_expert_reviewer,user_level,user_id,skin_types,age_range,is_repurchase,is_recommended,star_effectiveness,star_packaging,star_texture,star_value_for_money,source,created_at,total_likes,is_verified_purchase,details,duration_of_used,product_id,product_name,product_size,_source_file
haifa,,Rising Star,5c1ab61e3b351a3320e8882d,Kulit Kombinasi;Kulit Sensitif;Jerawat;Kulit Kusam;Komedo,,yes,yes,3.0,5,4.0,3,soco-web-desktop,2020-10-15T10:57:49.638Z,0,True,"akhirnya bisa coba sun cream ini yeay!! waktunya review 👉  pertama pasti melindungi kulit, nyaman setelah di aplikasikan dan baik2 aja di wajahku. 🖤",,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
Dellaardla,,Rising Star,5d5147e45d1f6b000741be9d,Kulit Normal;Kantung Mata,,maybe,yes,4.0,4,4.0,3,review-web-mobile,2020-10-14T09:39:03.711Z,1,True,"Sun screen terawet yang pernah aku punya, sebanyak itu isinyaa!! Worth it lah dengan harga semahal itu. Kelemahannya sun screen ini ngasih whitecast gitu di muka huhu.",,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
atikhndyn,,Rising Star,5c1ab3303b351a3320d7b117,Kulit Berminyak;Kulit Kombinasi;Stretch Mark;Jerawat;Flek;Pori Besar;Kulit Kusam;Kantung Mata;Komedo,,yes,yes,5.0,5,5.0,5,review-ios,2020-10-14T03:15:13.342Z,13,True,Tekstur yang creamy bikin sunscreen ini cepat meresap. Sama sekali tidak meninggalkan whitecast. So far bikin kulit lembab karena ada kandungan aloe extract. Dan tentunya ngga bikin wajah kelihatan kusam. I loveee it. Kalian harus coba.,,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
Sandyag,,SOCO Star,5df0a516e0f980016215c79b,Kulit Kering;Kulit Berminyak;Kulit Sensitif;Flek;Pori Besar;Komedo,,yes,yes,5.0,5,5.0,5,review-web-mobile,2020-10-13T19:24:57.283Z,1,True,Awalnya gua lg panas bgt d palembang... Terus gua d suruh adek gua pke ini sunblock... Eh termyata cocok.. Dan adem.. Biasanya gua kl pke sunblock suka panas bgt muka.. Ini engga... Dan akhornya gua beli sendiri.. Hahah,,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
Lulufiam,,SOCO Star,5ca02ba72df56e000803a175,Kulit Kombinasi;Kulit Sensitif;Aging;Kantung Mata;Dark Circle;Komedo,,yes,yes,5.0,5,5.0,4,review-ios,2020-10-13T11:25:02.927Z,0,True,"Alhamdulillah cocok dengan sun cream dari cosrx ini, melembabkan di muka aku yang kering ini. Tidak lengket cepat meresap cocok di pakai sehari2 karna tektur tidak berat.",,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
amaliaananda,,Rising Star,5df325a372fc4d3fcbe082ea,Kulit Normal,,yes,yes,5.0,5,5.0,5,soco-web-desktop,2020-10-13T09:45:48.999Z,0,True,"I REALLY LOVE THIS SUNSCREEN, jujur semua skincare cosrx ga cocok sama aku cuma sunscreen doang yang cocok! dan ini bagus parah, aku biasanya pake sunscreen muka aku kusem berminyak gitu sedangkan pake dia muka jadi lebih ringan dan ga bikin kusem. tapi memang ada whitecastnya yaa tapi cuma 1-2 menit doang kokk",,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
RirisNainggolan,,SOCO Star,5f8412e7a72a5b535f75151a,,,yes,yes,5.0,5,5.0,4,soco-web-desktop,2020-10-12T10:41:44.701Z,0,False,#COSRXAcademy2020#Mission2#RXFX#sejak pakai produk ini kulitku yang kering terasa lebih kenyal dan terlihat lebih cerah walau sering di terpa matahari langsung.,,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
giasanjarsr,,Rising Star,5c1aadbc3b351a3320bd3d53,,,yes,yes,5.0,5,5.0,4,soco-web-desktop,2020-10-12T06:33:11.609Z,0,True,"Sunscreen tercocok di aku, formulanya ringan banget dan ga bikin muka jadi berminyak. Cocok buat kulit sensitif. Enak dibawa kemana mana karena bentuknya yang cukup ramping",,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
ayuwidy4,,SOCO Star,5d5bf48a8ebd1a000727aa7b,Kulit Kering;Kulit Kombinasi;Kulit Sensitif;Jerawat;Flek;Pori Besar;Komedo,,no,yes,2.0,5,4.0,5,soco-web-desktop,2020-10-12T02:45:23.846Z,0,True,"Ini adalah produk suncream pertama aku setelah lepas dari dokter, menurut aku kurang efektif si dan dia cepet banget mencair kalo udh keringetan,biasanya aku pake sebelum makeup jadi kadang kalo kena panas keliatan banget meleleh🤒",,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
hafianashabrina,,SOCO Star,5c1ab4193b351a3320dc9ea5,Kulit Berminyak;Kulit Kombinasi;Kulit Sensitif;Jerawat;Flek;Pori Besar;Kulit Kusam;Komedo,,yes,yes,4.0,5,4.0,4,soco-web-desktop,2020-10-11T08:26:29.704Z,0,True,"#COSRXAcademy2020 #Mission2 #RXFX

Ini adalah produk COSRX pertama aku. Pertama kali liat produk ini di Sociolla karena lagi cari sunscreen. Saat itu kondisi kulitku sedang cukup kering meskipun jenis kulitku adalah kulit berminyak. Aloe Vera menjadi kandungan utamanya dan aku nggak ragu-ragu untuk coba. Pas sampe, aku suka banget sama packagingnya. Botolnya enak banget dibawa-bawa, nggak tebel dan cenderung agak tipis jadi bisa disempilin di tas untuk re-apply sunscreen kapan aja. Waktu dipakai, wanginya enak banget dan tekstur creamnya oke banget. Tidak lengket, tidak bau aneh-aneh dan tidak licin plus penting banget tidak ada whitecast! I love it. Meskipun kadang-kadang aku selingi dengan sunscreen lain karena ketika kulitku sedang tidak kering atau saat lagi berminyak, pake ini bisa jadi agak licin berlebih but tetep cepet nyerepnya. So far aku puas dengan produk ini. Good job COSRX!",,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
sarahalkatiri,,Rising Star,5f44ee616565604f1f846fc8,Kulit Normal;Stretch Mark;Dark Circle,,yes,yes,5.0,4,5.0,4,soco-web-desktop,2020-10-11T06:05:18.777Z,1,False,"#COSRXAcademy #Mission2 #RXFX 
Bener - bener aku jatuh cinta sama sunblock dari COSRX ini , kenapa? sunblock ini beda sama brand- brand lain. Gak lengket, ga bikin kulit kusam , dan langsung menyerap di kulit. Gak nyesel aku beli sunblock ini, awalnya aku pikir bakalan sama aja dengan brand lain.  dan aku senang banget bisa nemuin sunblock se keren ini 💕",,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
PatriciaMariono,,SOCO Star,5c1ab38e3b351a3320d9b7ae,Kulit Sensitif;Kulit Kombinasi;Kulit Berminyak;Pori Besar;Jerawat,,yes,yes,4.0,5,5.0,4,soco-web-desktop,2020-10-10T04:19:36.456Z,0,True,"OK so ini sebetulnya buat mama aku, kulit kering dan udah usia. Udah repeat purchase berkali-kali, ga kehitung. Pemakaiannya nyaman, cocok buat kulit kering karena melembabkan. Ok untuk dipakai sehari-hari, dan bisa dengan mudah digunakan sebelum make up / foundation. Overall good product, simple dan ga terlalu mahal juga.",,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
Tessatio,,Rising Star,5e846c22e1b90b8aacddef8e,Kulit Normal;Kulit Kering;Aging,,yes,yes,5.0,5,5.0,5,soco-web-desktop,2020-10-09T09:10:20.632Z,1,True,"Best yet affordable Sunblock so far sih. Texture nya easy to blend banget, ngga ninggalin white cast, dan tidak ada efek apa2 saat digabungin dengan moisturizer/bb cream before and after. Karena sebelum make ini lagi, aku pernah coba pakai neo*en, I don't know why, kayak harus nunggu beberapa saat dulu setelah make moisturizer dan sebelum pake bb cream.",,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
imnis4ul,,SOCO Star,5f5977944bd77875b5a00b0c,Kulit Kering;Kulit Sensitif;Aging;Pori Besar;Komedo,,no,yes,3.0,5,4.0,3,soco-web-desktop,2020-10-09T09:05:48.920Z,0,True,"aku beli ini karna awalnya aku pakai centella blemish cream cosrx jadi pengen beli rangkaian lainnya dari cosrx, tapi sayangnya di muka aku yang sensitive ini ga cocok, 3 hari pemakaian mulai tumbuh bruntusan. Jadi aku stop, sepertinya aku emang ga cocok dg produk yg bahan dasarnya aloe. Yang mau prelovednya aku mau jual 100k saja, isi masih 95%. Aku beli di Sociolla dg harga 159rb (waktu itu sedang diskon dari harga normalnya 199rb) dan masih ada dusnya. boleh chat aku di +6287878575900",,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
putrinoviyyy,,SOCO Star,5e4d16af27a9d6f56c1d6965,Kulit Sensitif;Jerawat,,yes,yes,5.0,4,4.0,3,soco-web-desktop,2020-10-09T07:19:45.982Z,0,True,Pas itu dapet sachetnya dan pertama make jatuh cinta banget dan akhirnya beli dongg. Cocok banget untuk kulit sensitif. Dan baunya bau aloe sejuk gitu suka bangett,,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
Hermin_rini,,Diva Star,5c1aaed23b351a3320c25b62,Kulit Kombinasi;Kulit Sensitif;Jerawat;Pori Besar,,maybe,yes,3.0,4,4.0,3,soco-web-desktop,2020-10-09T02:54:17.377Z,0,True,"aku ngak cocok sama sunscreen ini, rasanya muka jadi kilang minyak, padahal sudah skip moisturizer tetap aja minyakkan, sudah kurangin takaran dari 2 jari ke 2 ruas jari tapi 1-2jam kemudian muka sudah minyakan lagi. 
apalagi sekarang harus pake masker jadi sering muncul jerawat. tapi kalau kalian kerjaan atau aktivitasnya di ruang ber-AC kayaknya oke oke aja nih sunscreen.",,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
Frdinar,,SOCO Star,5e72d19a9da0e44dbe55d126,Kulit Kering;Kulit Kombinasi;Jerawat;Aging;Flek;Pori Besar;Kulit Kusam;Kantung Mata;Dark Circle;Komedo,,yes,yes,5.0,5,5.0,5,soco-web-desktop,2020-10-09T01:39:21.063Z,0,True,"Ini bagus si kalau menurut ku. Ga ada white cast dan kalo dipake untuk reapply sunscreen pas  siang ga bikin kulit keliatan berminyak. Texturenya juga pas, ga terlalu cair",,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
ailatan,,SOCO Star,5c1ac1c53b351a3320fb8030,Kulit Kombinasi;Kulit Sensitif;Skin Tightening;Jerawat;Aging;Pori Besar;Kulit Kusam;Kantung Mata,,no,yes,3.0,5,5.0,4,soco-web-desktop,2020-10-08T17:31:41.490Z,0,True,"Teksturnya baik, dipakai juga ngga whitecast, langsung menyerap. Kemasan tube nya simpel memudahkan untuk dibawa-bawa. Tapi sayangnya kurang cocok menggunakan ini, agak gatal dan alergi di kulit sensitif saya.",,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
ikmameilita,,Rising Star,5d476ec5f892db0008843aa9,Kulit Normal,,yes,yes,4.0,4,4.0,4,soco-web-desktop,2020-10-08T13:31:12.811Z,0,True,"pas dipake ngblendnya cepet, ngga bikin wajah jadi minyakan, meresapnya juga cepettt jadi gaoerlu waktu lama2 buat lanjut ke tahap makeup. udah kedua kali sih beli suncream ini, karena udah ngerasa cocok dan gaada breakout, lagi males nyoba dan cari2 sunscreen merk lain juga soalnya😂",,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
yasiraa,,Rising Star,5e78026200dae3a63dc855c9,,,maybe,yes,5.0,5,5.0,5,soco-web-desktop,2020-10-08T03:34:39.401Z,2,True,"susah banget cari semacem sun screen yg cocok dimuka, akhirnya nyobain dari cosrx menurut ku bagus tpi agak berat terxture nya, lumayan bagus juga si ga biki breakout wajah, dan okeoke aja si ini buat kalian yg wajahnya berminyak juga",,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
yudithafranciska,,Super Star,5c1abf463b351a3320f6e1de,Kulit Kombinasi;Pori Besar,,yes,yes,5.0,5,5.0,4,soco-web-desktop,2020-10-07T14:27:04.997Z,0,True,"#COSRXAcademy2020  #Mission2 #RXFX nama produk ""soothing sun cream"" emang ga main-main ya. Beneran menenangkan kulit (dari segi aroma dan kandungan aloe), protects while hydrating skin. Dan baru ini nemu produk sunscreen yang ga bikin bruntusan (cocoknya pake yang spf 35 doang biasanya), means this contains good ingredients even for sensitive skin. Setelah diaplikasiin cepet nyerap, aku suka timpa dengan face powder abis itu, bagus aja jadinya. Dari segi harga memang cukup mahal untuk 50ml tapi karena udah cocok ya rela aja repurchase terus karena emang sebagus itu! (ps: sering diskon juga di Sociolla!)",,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
Mandira,,SOCO Star,5c1ab4863b351a3320df3367,Kulit Kombinasi;Jerawat;Aging;Pori Besar;Kulit Kusam;Kantung Mata;Komedo,,yes,yes,5.0,5,5.0,5,soco-web-desktop,2020-10-07T13:02:36.516Z,0,False,"#COSRXAcademy2020 #Mission2 #RXFX 

Awal tahun lalu aku ada rencana untuk stay di Jawa Timur yang daerahnya super panas dan cuacanya extreme. setelah mencari cari produk suncreen, jatuhlah pilihanku ke sunscreen ini. Hasilnya memuaskan 👍. 
☀ Lumayan bisa mengurangi kulit belang di wajah akibat panas sinar matahari. Cukup melembabkan, nyaman digunakan sebelum make up dan membuat makeup jadi lebih nempel dikulit. 
☀ wangi aloe vera yang menyegarkan dan tidak mengganggu sama sekali. 
☀ Meskipun teksturnya yang thick, tapi suncreen ini mudah di blend. 
☀Packagingnya yang travel friendly jadi mudah diselipkan di tas kecil jika sewaktu waktu mau re-apply.
☀Harganya juga cukup terjangkau dengan isi yang menurutku lumayan banyak.",,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
shacandita,,Diva Star,5ed224eeafff019da831e0cd,Kulit Kombinasi;Cellulite;Stretch Mark;Skin Tightening;Jerawat;Aging;Flek;Pori Besar;Kulit Kusam;Kantung Mata;Dark Circle;Komedo,,maybe,yes,5.0,4,4.0,4,soco-web-desktop,2020-10-07T12:26:07.681Z,0,True,Gak terlalu bagus cuma pakai sekali lengket susah nyerap kulit tapi gak burem dan kusem kalo dipakai lumayan kalaupun gak kepakai di muka bisa di tangan atau kaki,,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
carinanirwana,,SOCO Star,5f1e93ec3cd8bd6bfa9c7cdb,Kulit Kering;Kulit Sensitif;Cellulite;Stretch Mark;Skin Tightening;Aging;Flek;Kantung Mata;Dark Circle,,yes,yes,5.0,5,5.0,5,soco-web-desktop,2020-10-07T07:46:23.623Z,0,False,"My go-to sun cream. It works fine with my sensitive skin. Ga bikin perih atau bruntusan. Fast absorbing. Bisa dipakai under makeup, ga ganggu foundation diatasnya.",,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
Rizaanggia,,SOCO Star,5c1ab6083b351a3320e80101,Kulit Normal;Pori Besar;Kulit Kusam;Kantung Mata;Komedo,,yes,yes,5.0,5,5.0,5,soco-web-desktop,2020-10-07T06:30:18.363Z,5,True,"ternyata bagus banget dong, gampang nyerapnya gak bikin kulit kusam, tekturnya mudah banget buat dibland dan ada kek sensasi dinginnya mungkin dari aloe vera itu dan sedikit menyengat alkohol tp masih bisa ditoleransi lah. alhamdulilah kulitku aman2 aja sama aloe vera jadi bisa repurchase lagi kalo habis",,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
Taureans595,,SOCO Star,5f79483e9617e629dac89333,Kulit Normal;Kulit Kusam,,yes,yes,5.0,5,5.0,4,review-web-desktop,2020-10-07T06:16:51.392Z,0,False,"#COSRXAcademy2020 #Mission2 #RXFX

Kali ini aku bakal sedikit review tentang produk sun screen dari COSRX yakni Aloe Soothing Sun Screen. Walaupun aku sendiri belum pernah mencoba soon pasti akan coba juga, orang-orang terdekat aku sudah mmemakainya dan banyak diantara mereka yang memang bilang bagus loh girl. Aku juga banyak melihat review-review dari banyak sumber bahwa produk ini patut dicoba. 
.
.
Kandungan broad spectrumnya membuat kulit terlindungi dari radiasi sinar UVA maupun UVB. Dengan SPF 50+ dan PA +++ buat kulit kamu makin aman deh dari paparan matahari. Produk ini cocok untuk semua jenis kulit, teksturnya juga moisturizing banget jadi gak bakal buat kulit kamu sakit ya...
Untuk kamu yang sering banget nih, aktifitas di luar ruangan jangan lupa apply sun screen dalam 3-4 jam sekali agar kulit kamu tetap terlindungi..
.
.
Kayaknya review kali ini cukup sekian dulu ya girl, semoga bermanfaat dan juga menambah pengetahuan kamu. Thank you",,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
juliana_aruan,,Super Star,5dc8fdd027a24013ba911a82,Kulit Berminyak;Pori Besar,,yes,yes,5.0,5,5.0,4,soco-web-desktop,2020-10-06T14:23:31.426Z,0,True,ga usah diragukan lagi produk cosrx satu ini. Tidak buat kulit wajah berminyak dan benar2 menyatu dengan kulit wajah. Selain itu kandungan aloe vera-nya yang tetap menjaga kelembapan wajah sehingga ga perlu khawatir menggunakan produk ini. Ini udah botol kedua dan udah mau habis lagii. saking bagusnya ga mau move ke spf lain,,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
indahliu,,SOCO Star,5f730f1e6cb7c34c27c4635d,Kulit Kombinasi;Pori Besar;Komedo,,yes,yes,5.0,5,5.0,5,soco-web-desktop,2020-10-06T13:16:49.024Z,0,True,"🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸bagus bangeeeet,spfnya 50,mantep pol,packingnya rapi,dibubble wrap juga. pengirimannya lumayan cepet juga, thankyou 🥰🙏🏻🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸",,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
Tadha93,,SOCO Star,5d2fd044c329eb0006b752d1,Kulit Normal;Kulit Kombinasi;Kulit Sensitif;Jerawat;Aging;Pori Besar;Kulit Kusam;Kantung Mata;Dark Circle;Komedo,,yes,yes,5.0,5,5.0,5,soco-web-desktop,2020-10-05T03:56:25.530Z,0,False,"#COSRXAcademy2020 #Mission2 #RXFX 
Yesss akhir nya aku cobain Cosrx Aloe Soothing Sun Cream dan langsung suka karena tekstur nya yang creamy dan gampang di blend, gak sticky, cepat menyerap, gak bikin warna kulit jadi abu abu dan yang terpenting gak bikin BO atau bruntusan. Karena jujur aku pribadi agak tricky dalam pemilihan sunscreen tapi aku pakai sun cream dari Cosrx ini Alhamdulillah kulit wajah baik baik aja dan cocok.. Kemarin karena diskon langsung beli 2pcs dong di Sociolla. Ayo dong sering2 diskon produk Cosrx di Sociolla dan perbanyak lagi macam macam produk Cosrx di Indo biar bisa cobain",,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
Alfardwi,,SOCO Star,5f6aaa1089f831ecf2ba77e6,Kulit Kering;Kulit Sensitif;Kulit Kusam;Kantung Mata;Dark Circle;Komedo,,yes,yes,5.0,5,5.0,5,soco-web-desktop,2020-10-05T01:28:59.431Z,0,True,"#COSRXAcademy2020 #Mission2 #RXFX Sempat worry karena beberapa review ngomong klo inituh ga cocok di kulit kering, eh tapi ternyata di aku coocooookkk! iiihh seneng bangeeettt yaampun akhirnya nemu suncream yang cocok dan ga bikin bruntusan/jerawatan. Dan ini bener bener cepat nyerap di kulit aku, aku juga suka karna fragrancenya ga ganggu. Overall i love this product! Repurchase? 1000% yess!",,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
titaniamadeleine,,Diva Star,5c1ab5833b351a3320e4f51c,Kulit Kombinasi;Kulit Normal;Komedo;Dark Circle;Kantung Mata;Kulit Kusam;Pori Besar;Flek,,yes,yes,5.0,5,5.0,3,soco-web-desktop,2020-10-04T12:09:48.922Z,0,True,Efektif banget untuk kulit kering jd ngelembapin dan sama sekali nggak bikin wajah jadi bruntusan. Pas di aplikasiin ke wajah langsung nyerap dan nggak lengket,,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
salsanw,,Super Star,5c1aac123b351a3320b5968b,Kulit Kombinasi;Stretch Mark;Jerawat;Flek;Komedo,,yes,yes,5.0,5,4.0,5,soco-web-desktop,2020-10-04T07:03:56.544Z,0,False,"Sunscreen holy grailku! Termasuk yang murah banget tapi kualitasnya ngga main main, ngga ninggalin whitecast, ngga bikin kering, ngga bikin breakout. Kekurangannya buat ku cuma satu, texturenya lumayan thick aja sih. Tapi ngga bikin muka berminyak jadi its totally fine.",,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
Nabilaptrsrg,,Super Star,5d26c319ea81580006b55c9a,Kulit Normal;Jerawat;Pori Besar;Kulit Kusam;Kantung Mata;Dark Circle;Komedo,,yes,yes,5.0,4,4.0,5,soco-web-desktop,2020-10-04T04:39:00.330Z,0,True,"SUNSCREEN KECINTAAN SETELAH FSS!! aku beli ini waktu fss lagi out of stock, nyoba2 ternyata cocok dan bagus!! ga lengket dan minyakan, terus begitu dipake itu ada sensasi dinginnya gitu, ga bikin jerawatan krn ada aloenya dan yg paling penting ini tuh spf 50+ PA+++ yg bagus bgt utk menangkal wajah dr UVA dan UVB! Luv",,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
Nenianza,,SOCO Star,5d42d4a822a4ab00060708c7,Kulit Kombinasi;Aging;Pori Besar;Kantung Mata,,maybe,no,4.0,4,4.0,3,soco-web-desktop,2020-10-03T23:36:36.644Z,0,True,"Praktis. Sudah ada aloe veranya. Jadi kadang aku tidak memakai pelembab lagi. Suka kemasannya, praktis. Wanginya lumayan enak. Segar. Teksturnya agak creamy. Mungkin kulitku berminyak, krimnya terasa lengket dan berminyak. Karena harganya lumayan pricey aku akan mencoba merk lain saja yg teksturnya lebih cair",,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
Lcia,,Rising Star,5c1ac1a63b351a3320fb424f,Kulit Kombinasi;Flek;Pori Besar;Kulit Kusam;Komedo,,yes,yes,5.0,5,5.0,4,soco-web-desktop,2020-10-03T17:25:23.844Z,0,True,"Sunscreen favorit ❤️

Kandungan SPFnya udah 50+, teksturnya putih kental agak thick. Membuat kulit lembab, sama sekali tidak kering. Mudah menyerap dan wanginya sangat enak",,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
ShantyShepty,,SOCO Star,5e4d17793965d6278ab62f84,Kulit Sensitif;Jerawat;Pori Besar;Komedo,,yes,yes,4.0,4,4.0,3,soco-web-desktop,2020-10-03T16:42:11.434Z,0,True,"Sunscreen terdabest sih ini, cocok buat aku yg acne prone skin, finally stlh lama coba2 sunscreen ini doang yg bener2 ringan, ga whitecast terus bikin soothing juga😭 waaak secinta itu 💖",,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
Elasari,,Super Star,5c1abd783b351a3320f2eeb0,Kulit Kering;Kulit Sensitif;Aging;Kantung Mata,,yes,yes,5.0,4,5.0,3,soco-web-desktop,2020-10-03T13:13:13.600Z,0,False,"Sudah lama pengen nyobain tapi selaju maju mundur Karena harganya.pas diskon baru deh kesampaian.pertama kali Coba langsung cocok,tipe suncream yang seperti pelembab gitu.cepet meresap,bikin kulit lebih lembab,ringan,gak ada white casenya.yang paling aku suka tuh klau mau pakai suncream ulang siang siang gak kerasa lengket Dikulit.SC yg paling oke Menurutku.bakal setia sama nih SC.",,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
sifraaprila,,SOCO Star,5f7332665642910ee8939a7c,Kulit Berminyak;Jerawat;Pori Besar;Komedo,,no,no,2.0,3,1.0,3,soco-web-desktop,2020-10-03T05:32:45.087Z,2,False,"Pertamakali nyoba setelah lihat review orang-orang, tapi hasilnya di aku jadi tambah berminyak, walau udah pake bedak tabur pun masih berminyak, di cuaca yang panas tambah buanyak minyak wajahku",,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
linifatus,,SOCO Star,5e1d34a8153e15f04916dee2,Kulit Berminyak;Kulit Sensitif;Jerawat;Pori Besar;Kantung Mata,,yes,yes,5.0,4,4.0,5,soco-web-desktop,2020-10-03T03:11:37.334Z,0,False,Sunscreen berbentuk krim yang ringan. Beli di sociolla karena review dan ratingnya bagus. Bbrapa hari pemakaian aku merasa oke-oke aja. Produk ini ngga menimbulkan whitecast dan ngga panas. Aman untuk kulit wajahku yang sensitif dan acne-prone. So far so good.,,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
azidamaulidya,,Super Star,5c1ac06c3b351a3320f91a46,Kulit Berminyak;Jerawat;Pori Besar;Kulit Kusam;Kantung Mata;Komedo,,yes,yes,5.0,5,5.0,3,soco-web-desktop,2020-10-02T03:20:12.089Z,0,False,"Ini sunscreen terbaik favorit huhu. Teksturnya cream tpi gak heavy di wajah, gak ada whitecast, wanginya enak. Mudah diblend, gak bikin breakout. Harganya affordable kalau lagi promo ya.",,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
illaff,,Rising Star,5d426c574a88fb0005a22c6b,Kulit Sensitif;Kulit Kusam,,yes,yes,5.0,5,4.0,5,soco-web-desktop,2020-10-02T00:02:04.028Z,0,True,"suka bengt samaa suncream ini,, kalau diapply ke kuka bikin muka jadi soft banget, trus juga cock bnget buat kulit aku, udh botol ke dua ini aku pakenya",,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
